ticks,slope_disp_mean,disp0_mean,variance_pheno_logit_disp0,variance_pheno_disp_slope,heritability,fecundity,K,reproduction,seedID,pxcor,N_predispersal,N_postdispersal,N_sedentary,N_allele0_pre,N_allele1_pre,N_allele0_post,N_allele1_post,mean_genotype_logit_disp0,var_genotype_logit_disp0,mean_noise_logit_disp0,var_noise_logit_disp0,mean_genotype_disp_slope,var_genotype_disp_slope,mean_noise_disp_slope,var_noise_disp_slope,agent,breed,present_front,new_front,v_f,replicateID,Location_full
10,-1,0.1,1,1,0.3,5,500,sexual,4,2,531,519,0,494,568,478,560,-2.0728886176851944,0.1456514412359864,0.0971621453190082,0.7895498022198464,-1.0344094022372594,0.05962253274583171,0.007454922272425395,0.7302358561439611,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_4 2 10
1,-1,0.1,1,1,1,5,500,sexual,4,1,0,29,0,0,0,24,34,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 1 1
1,-1,0.1,1,1,1,5,500,sexual,4,0,500,471,0,516,484,492,450,-2.2085852179226375,0.5101067166423995,0,0,-0.9528132132482424,0.5011020731689501,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 0 1
10,-1,0.1,1,1,1,5,500,sexual,4,0,498,501,0,611,385,607,395,-2.069150428225119,0.46311048654954595,0,0,-1.1170925713268267,0.49603128701269705,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 0 10
10,-1,0.1,1,1,1,5,500,sexual,4,3,539,527,0,494,584,484,570,-1.1660693863876166,0.460099722167054,0,0,-0.20937428186023285,0.32610398528449014,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 3 10
10,-1,0.1,1,1,1,5,500,sexual,4,2,471,490,0,398,544,409,571,-1.406487246328653,0.5455060240285449,0,0,-0.4187179989223772,0.3952817508839792,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 2 10
10,-1,0.1,1,1,1,5,500,sexual,4,8,0,45,0,0,0,30,60,0,0,0,0,0,0,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 8 10
10,-1,0.1,1,1,1,5,500,sexual,4,1,495,496,0,504,486,506,486,-1.8669986448425422,0.5125587865004173,0,0,-0.6766474355175065,0.5425920960355333,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 1 10
10,-1,0.1,1,1,1,5,500,sexual,4,6,538,441,0,353,723,298,584,-0.5127578246429947,0.31404263356074036,0,0,0.191646308369043,0.21299521784164024,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 6 10
10,-1,0.1,1,1,1,5,500,sexual,4,5,542,535,0,449,635,418,652,-0.6773886594107354,0.3536636419489749,0,0,0.050254061015043074,0.23615963103520912,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 5 10
10,-1,0.1,1,1,1,5,500,sexual,4,4,480,497,0,392,568,427,567,-0.9516054897769032,0.4042994859912843,0,0,0.00541533738194955,0.24107060374718617,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 4 10
10,-1,0.1,1,1,1,5,500,sexual,4,7,190,221,0,119,261,141,301,-0.15266938718618778,0.26223422298998067,0,0,0.2264528993814606,0.22570464752944888,0,0,patches,NA,8,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_4,slope_-1_d0_0.1_VP_1_h2_1_sexual_4 7 10
1,-1,0.2,0,0,0,5,500,sexual,4,1,0,46,0,0,0,46,46,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 1 1
1,-1,0.2,0,0,0,5,500,sexual,4,0,500,454,0,516,484,470,438,-1.3862943611198937,9.682911912782961e-30,0,0,-1,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 0 1
10,-1,0.2,0,0,0,5,500,sexual,4,7,91,96,0,68,114,70,122,-1.3862943611198915,7.976260263901341e-31,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 7 10
10,-1,0.2,0,0,0,5,500,sexual,4,9,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 9 10
10,-1,0.2,0,0,0,5,500,sexual,4,3,454,454,0,300,608,306,602,-1.3862943611198937,9.684878420279597e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 3 10
10,-1,0.2,0,0,0,5,500,sexual,4,8,9,13,0,8,10,10,16,-1.3862943611198906,0,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 8 10
10,-1,0.2,0,0,0,5,500,sexual,4,2,560,569,0,433,687,441,697,-1.3862943611198937,9.680833291263221e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 2 10
10,-1,0.2,0,0,0,5,500,sexual,4,5,480,476,0,286,674,282,670,-1.3862943611198937,9.683720506679644e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 5 10
10,-1,0.2,0,0,0,5,500,sexual,4,6,417,410,0,249,585,247,573,-1.3862943611198935,8.352372982818564e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 6 10
10,-1,0.2,0,0,0,5,500,sexual,4,1,469,497,0,485,453,512,482,-1.3862943611198937,9.684194691711576e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 1 10
10,-1,0.2,0,0,0,5,500,sexual,4,0,505,471,0,516,494,480,462,-1.3862943611198937,9.68271979151485e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 0 10
10,-1,0.2,0,0,0,5,500,sexual,4,4,549,546,0,363,735,358,734,-1.3862943611198937,9.681180297148923e-30,0,0,-1,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_4,slope_-1_d0_0.2_VP_0_h2_0_sexual_4 4 10
1,-1,0.2,1,1,0,5,500,sexual,4,0,500,436,0,516,484,439,433,-1.3862943611198937,9.682911912782961e-30,0.0030557274785327345,1.007755945659132,-1,0,-0.05004114011758171,1.0895394537853875,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 0 1
1,-1,0.2,1,1,0,5,500,sexual,4,1,0,64,0,0,0,77,51,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 1 1
10,-1,0.2,1,1,0,5,500,sexual,4,2,483,483,0,526,440,532,434,-1.3862943611198937,9.68359493976436e-30,0.03544323547120908,0.9830475359180325,-1,0,-0.020109896401929783,1.1220473039739978,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 2 10
10,-1,0.2,1,1,0,5,500,sexual,4,0,563,511,0,579,547,535,487,-1.3862943611198937,9.680741010823867e-30,0.057471856311371014,0.9355597328232358,-1,0,0.003759061805734514,0.978053201638667,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 0 10
10,-1,0.2,1,1,0,5,500,sexual,4,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 9 10
10,-1,0.2,1,1,0,5,500,sexual,4,6,532,513,0,947,117,906,120,-1.3862943611198937,9.681744857486505e-30,-0.033416509260765365,1.0106874201002258,-1,0,0.01891695792591828,0.9777217838930722,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 6 10
10,-1,0.2,1,1,0,5,500,sexual,4,7,235,225,0,447,23,425,25,-1.3862943611198932,7.130088951036068e-30,0.05936950229439576,1.2563145345674767,-1,0,0.05766110654249109,1.0350915072138778,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 7 10
10,-1,0.2,1,1,0,5,500,sexual,4,4,492,498,0,631,353,627,369,-1.3862943611198937,9.683227445554049e-30,0.07413438301695485,0.9758900596370048,-1,0,-0.041649411768376284,1.0607312521616685,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 4 10
10,-1,0.2,1,1,0,5,500,sexual,4,8,13,33,0,26,0,63,3,-1.3862943611198906,0,-0.2261662824470096,0.7997275763261412,-1,0,-0.21700476680975417,0.6260644742539107,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 8 10
10,-1,0.2,1,1,0,5,500,sexual,4,3,484,481,0,531,437,526,436,-1.3862943611198937,9.683553430756479e-30,-0.03218191354480145,1.0228414499704856,-1,0,0.0035207252427122016,0.9909956504992045,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 3 10
10,-1,0.2,1,1,0,5,500,sexual,4,5,490,499,0,704,276,737,261,-1.3862943611198937,9.683307941900048e-30,0.025170894105282806,0.985609302582848,-1,0,0.02947313442959757,0.9937458893553864,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 5 10
10,-1,0.2,1,1,0,5,500,sexual,4,1,476,524,0,537,415,575,473,-1.3862943611198937,9.683890396513094e-30,0.09014982368417171,1.081578619843169,-1,0,0.015770181727219616,1.1169515580530227,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_4,slope_-1_d0_0.2_VP_1_h2_0_sexual_4 1 10
1,-1,0.2,1,1,0.3,5,500,sexual,4,1,0,68,0,0,0,71,65,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 1 1
1,-1,0.2,1,1,0.3,5,500,sexual,4,0,500,432,0,516,484,445,419,-1.3925168402367816,0.1530320149927199,0.002556605033270127,0.7054291619613927,-0.9741547324798773,0.15033062195068486,-0.04186742161857135,0.7626776176497727,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 0 1
10,-1,0.2,1,1,0.3,5,500,sexual,4,0,524,486,0,520,528,484,488,-1.4115726732365006,0.13473881810036326,0.06591488033996226,0.7868663519161105,-1.0245720530097902,0.12637731773143185,0.030221716908069646,0.6608923714141192,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 0 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,7,389,380,0,381,397,379,381,-0.9887519959675549,0.10747072053944226,-0.0396285920466098,0.7242200123539363,-0.6379170520571069,0.07954387686705923,-0.01861444608926041,0.6395758808704715,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 7 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,4,505,517,0,525,485,529,505,-1.0249909002347946,0.11007071377705041,0.0036197912669104254,0.7097407215035132,-0.7064168708903784,0.10477714675905896,-0.023425239642915492,0.7726991853064273,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 4 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,9,0,9,0,0,0,8,10,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 9 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,3,483,472,0,484,482,486,458,-1.1221863882116903,0.11844469344751961,-0.026918928765800012,0.6661297078225991,-0.7877466129383591,0.12415108640810649,-0.027783372069311026,0.7347185488650552,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 3 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,5,472,465,0,485,459,470,460,-1.1508139251741505,0.14571011308118942,-0.0339611086396854,0.6749875499765297,-0.6557415993681925,0.08447257754959465,-0.023740011243922554,0.6673043857514829,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 5 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,8,62,84,0,64,60,83,85,-0.834786924287494,0.056160589489254814,-0.026004466907211005,0.6761771477811648,-0.6229795804414305,0.06818558252226173,0.019755210836769944,0.7231687203814217,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 8 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,6,549,524,0,555,543,530,518,-1.105433641056679,0.1445434119190197,-0.04456908765152038,0.633175638926202,-0.6651157410619835,0.07477603441385267,0.004742139181363115,0.62357231904192,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 6 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,2,457,464,0,489,425,487,441,-1.1712668388761467,0.1296775434788127,-0.05381022205888513,0.7257473427386498,-0.8618712753803537,0.12960940680974606,0.05627609305840798,0.6796420126186494,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 2 10
10,-1,0.2,1,1,0.3,5,500,sexual,4,1,496,536,0,499,493,546,526,-1.301002746068261,0.13701051093301717,-0.017924603579906512,0.6589765712107601,-0.8944395607270362,0.12961369443743032,-0.03856777303926215,0.7716410204083909,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_4 1 10
1,-1,0.2,1,1,1,5,500,sexual,4,1,0,65,0,0,0,70,60,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 1 1
1,-1,0.2,1,1,1,5,500,sexual,4,0,500,435,0,516,484,446,424,-1.3976550017063119,0.5101067166423995,0,0,-0.9528132132482424,0.5011020731689501,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 0 1
10,-1,0.2,1,1,1,5,500,sexual,4,10,0,23,0,0,0,26,20,0,0,0,0,0,0,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 10 10
10,-1,0.2,1,1,1,5,500,sexual,4,4,503,504,0,659,347,661,347,-0.5005539103860496,0.3031976745866438,0,0,-0.292920700496835,0.3989614530756609,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 4 10
10,-1,0.2,1,1,1,5,500,sexual,4,2,513,511,0,626,400,619,403,-1.005043513233941,0.5276270829399209,0,0,-0.30349055068994996,0.553124973309147,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 2 10
10,-1,0.2,1,1,1,5,500,sexual,4,3,530,529,0,705,355,692,366,-0.634872713852009,0.36788279336871815,0,0,-0.25421397139156715,0.49842577972496066,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 3 10
10,-1,0.2,1,1,1,5,500,sexual,4,6,526,547,0,640,412,675,419,-0.14654380627235186,0.14729566377901432,0,0,-0.16262980957508083,0.3401224185575153,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 6 10
10,-1,0.2,1,1,1,5,500,sexual,4,5,444,449,0,553,335,557,341,-0.3146169639648535,0.22183172591162537,0,0,-0.26520196957309095,0.38758267642633326,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 5 10
10,-1,0.2,1,1,1,5,500,sexual,4,1,445,471,0,409,481,456,486,-1.1671106697200782,0.48033725283410567,0,0,-0.667885205757747,0.6100701686523005,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 1 10
10,-1,0.2,1,1,1,5,500,sexual,4,7,602,555,0,728,476,695,415,-0.05479752023421307,0.1477114505940757,0,0,-0.06182263935717706,0.41838760116828944,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 7 10
10,-1,0.2,1,1,1,5,500,sexual,4,9,70,124,0,88,52,147,101,0.29712890212435283,0.06071972587271416,0,0,0.1320060186398976,0.071721549472149,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 9 10
10,-1,0.2,1,1,1,5,500,sexual,4,8,420,353,0,564,276,464,242,-0.01233881223795851,0.12596369462029305,0,0,0.12085028759824748,0.4146153544205947,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 8 10
10,-1,0.2,1,1,1,5,500,sexual,4,0,520,507,0,583,457,563,451,-1.3442306524631906,0.494748690027996,0,0,-1.0142698649499526,0.6063909744507084,0,0,patches,NA,10,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_4,slope_-1_d0_0.2_VP_1_h2_1_sexual_4 0 10
1,0,0.1,0,0,0,5,500,sexual,4,0,500,451,0,516,484,471,431,-2.1972245773362227,1.2647068620777743e-29,0,0,0,0,0,0,patches,NA,1,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 0 1
1,0,0.1,0,0,0,5,500,sexual,4,1,0,49,0,0,0,45,53,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 1 1
10,0,0.1,0,0,0,5,500,sexual,4,2,484,478,0,424,544,412,544,-2.1972245773362196,1.9762353940319344e-31,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 2 10
10,0,0.1,0,0,0,5,500,sexual,4,4,502,490,0,664,340,636,344,-2.197224577336223,1.6006318427194002e-29,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 4 10
10,0,0.1,0,0,0,5,500,sexual,4,3,443,453,0,484,402,500,406,-2.197224577336215,1.6010574582604957e-29,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 3 10
10,0,0.1,0,0,0,5,500,sexual,4,7,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 7 10
10,0,0.1,0,0,0,5,500,sexual,4,5,488,471,0,522,454,515,427,-2.1972245773362205,1.778581671319653e-30,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 5 10
10,0,0.1,0,0,0,5,500,sexual,4,1,498,533,0,564,432,582,484,-2.1972245773362222,9.682989843663547e-30,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 1 10
10,0,0.1,0,0,0,5,500,sexual,4,0,486,452,0,494,478,482,422,-2.19722457733622,7.904874225513644e-31,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 0 10
10,0,0.1,0,0,0,5,500,sexual,4,6,53,73,0,72,34,92,54,-2.197224577336218,1.809070441300109e-30,0,0,0,0,0,0,patches,NA,7,yes,0.5667837394649272,slope_0_d0_0.1_VP_0_h2_0_sexual_4,slope_0_d0_0.1_VP_0_h2_0_sexual_4 6 10
1,0,0.1,1,1,0,5,500,sexual,4,0,500,413,0,516,484,427,399,-2.1972245773362227,1.2647068620777743e-29,0.0030557274785327345,1.007755945659132,0,0,-0.05004114011758171,1.0895394537853875,patches,NA,1,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 0 1
1,0,0.1,1,1,0,5,500,sexual,4,1,0,87,0,0,0,89,85,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 1 1
10,0,0.1,1,1,0,5,500,sexual,4,2,493,483,0,629,357,612,354,-2.1972245773362213,4.9404017565289484e-30,0.01919123584247077,1.166821475449148,0,0,0.038244585558070414,1.0777396124159107,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 2 10
10,0,0.1,1,1,0,5,500,sexual,4,6,563,519,0,745,381,689,349,-2.1972245773362347,2.4201852527059667e-28,-0.006406866519810771,1.0297331954923155,0,0,-0.04463613363429865,0.9634556549602593,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 6 10
10,0,0.1,1,1,0,5,500,sexual,4,4,498,480,0,674,322,653,307,-2.1972245773362222,9.682989843663547e-30,0.022807932894687678,1.0462775587870132,0,0,0.036148269405640435,1.098735836535967,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 4 10
10,0,0.1,1,1,0,5,500,sexual,4,7,143,178,0,159,127,206,150,-2.197224577336216,9.731599230428925e-30,0.09727581026040216,1.0027821660847385,0,0,-0.17876615713142024,1.23339960635704,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 7 10
10,0,0.1,1,1,0,5,500,sexual,4,1,484,560,0,561,407,649,471,-2.1972245773362196,1.9762353940319344e-31,-0.08170781892749322,1.057775483240008,0,0,0.0032087125428564463,0.9371452986149509,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 1 10
10,0,0.1,1,1,0,5,500,sexual,4,3,468,483,0,618,318,627,339,-2.1972245773362156,1.2648801837890656e-29,0.05261072604989979,0.9622101513140279,0,0,-0.026264889333869553,0.9170621416803773,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 3 10
10,0,0.1,1,1,0,5,500,sexual,4,0,613,536,0,650,576,568,504,-2.197224577336242,5.341413280926874e-28,0.011622313923205155,0.9865181119655619,0,0,-0.049068070540787226,0.9745482157138803,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 0 10
10,0,0.1,1,1,0,5,500,sexual,4,5,458,476,0,666,250,691,261,-2.197224577336215,1.600938832707281e-29,-0.06080607382532643,0.9286807652595207,0,0,-0.03992528508999637,0.9055490718309199,patches,NA,8,yes,0.5667837394649272,slope_0_d0_0.1_VP_1_h2_0_sexual_4,slope_0_d0_0.1_VP_1_h2_0_sexual_4 5 10
