ticks,slope_disp_mean,disp0_mean,variance_pheno_logit_disp0,variance_pheno_disp_slope,heritability,fecundity,K,reproduction,seedID,pxcor,N_predispersal,N_postdispersal,N_sedentary,N_allele0_pre,N_allele1_pre,N_allele0_post,N_allele1_post,mean_genotype_logit_disp0,var_genotype_logit_disp0,mean_noise_logit_disp0,var_noise_logit_disp0,mean_genotype_disp_slope,var_genotype_disp_slope,mean_noise_disp_slope,var_noise_disp_slope,agent,breed,present_front,new_front,v_f,replicateID,Location_full
1,-1,0.1,0,0,0,5,500,sexual,1,1,0,25,0,0,0,18,32,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 1 1
1,-1,0.1,0,0,0,5,500,sexual,1,0,500,475,0,481,519,463,487,-2.1972245773362227,1.2647068620777743e-29,0,0,-1,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 0 1
10,-1,0.1,0,0,0,5,500,sexual,1,2,505,501,0,411,599,403,599,-2.197224577336224,2.3910389689250956e-29,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 2 10
10,-1,0.1,0,0,0,5,500,sexual,1,1,491,508,0,405,577,422,594,-2.197224577336221,3.161883301742994e-30,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 1 10
10,-1,0.1,0,0,0,5,500,sexual,1,6,0,13,0,0,0,6,20,0,0,0,0,0,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 6 10
10,-1,0.1,0,0,0,5,500,sexual,1,5,241,226,0,156,326,148,304,-2.1972245773362156,1.2674365210550923e-29,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 5 10
10,-1,0.1,0,0,0,5,500,sexual,1,4,550,559,0,280,820,283,835,-2.1972245773362324,1.7781700732440839e-28,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 4 10
10,-1,0.1,0,0,0,5,500,sexual,1,0,543,531,0,516,570,503,559,-2.197224577336231,1.4403515809456728e-28,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 0 10
10,-1,0.1,0,0,0,5,500,sexual,1,3,490,482,0,244,736,247,717,-2.197224577336221,3.1618964708245056e-30,0,0,-1,0,0,0,patches,NA,6,no,0.5662738126405026,slope_-1_d0_0.1_VP_0_h2_0_sexual_1,slope_-1_d0_0.1_VP_0_h2_0_sexual_1 3 10
1,-1,0.1,1,1,0,5,500,sexual,1,0,500,453,0,481,519,430,476,-2.1972245773362227,1.2647068620777743e-29,-0.021811789351271104,1.0279906969036805,-1,0,0.02949783088986839,1.0849109995843036,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 0 1
1,-1,0.1,1,1,0,5,500,sexual,1,1,0,47,0,0,0,51,43,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 1 1
10,-1,0.1,1,1,0,5,500,sexual,1,5,477,472,0,517,437,514,430,-2.197224577336218,1.7786658960681744e-30,-0.032263824961907786,1.1666812465496676,-1,0,-0.0282583654718017,0.9302845642905896,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 5 10
10,-1,0.1,1,1,0,5,500,sexual,1,6,106,107,0,79,133,81,133,-2.1972245773362165,7.16736479600805e-30,0.1683663519114158,1.1024492853017285,-1,0,-0.02712867616333785,1.0131388498620162,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 6 10
10,-1,0.1,1,1,0,5,500,sexual,1,0,531,521,0,514,548,510,532,-2.197224577336229,9.563226796482119e-29,0.041195283281977614,0.9675707555402709,-1,0,0.043016504033582,0.9680445741594408,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 0 10
10,-1,0.1,1,1,0,5,500,sexual,1,3,505,490,0,672,338,651,329,-2.197224577336224,2.3910389689250956e-29,-0.013285455930373913,1.0074926795602632,-1,0,-0.024113586119640103,1.0622705020169723,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 3 10
10,-1,0.1,1,1,0,5,500,sexual,1,4,542,547,0,681,403,689,405,-2.197224577336231,1.440356484053215e-28,-0.010430625086118339,0.9911411242556755,-1,0,-0.024950748959287755,1.1046259405416725,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 4 10
10,-1,0.1,1,1,0,5,500,sexual,1,2,463,460,0,559,367,549,371,-2.197224577336215,1.600901002624654e-29,-0.0316973697413334,0.9560009667582446,-1,0,-0.007752959268220664,0.9960821580185071,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 2 10
10,-1,0.1,1,1,0,5,500,sexual,1,1,451,473,0,414,488,439,507,-2.197224577336215,1.6009932071460436e-29,0.001058993585242067,0.9817688013685635,-1,0,0.04494323855647962,0.9444344062154183,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 1 10
10,-1,0.1,1,1,0,5,500,sexual,1,7,0,5,0,0,0,3,7,0,0,0,0,0,0,0,0,patches,NA,7,no,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0_sexual_1,slope_-1_d0_0.1_VP_1_h2_0_sexual_1 7 10
1,-1,0.1,1,1,0.3,5,500,sexual,1,0,500,460,0,481,519,429,491,-2.168458781737577,0.15469659236103217,-0.01824905225739015,0.7195934878325766,-0.9747871874198041,0.15431999120322748,0.024679655975014966,0.7594376997090123,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 0 1
1,-1,0.1,1,1,0.3,5,500,sexual,1,1,0,40,0,0,0,52,28,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 1 1
10,-1,0.1,1,1,0.3,5,500,sexual,1,7,10,27,0,10,10,35,19,-1.391044662829358,0.14104602097242547,0.07682887230942267,0.39769474335415056,-0.9353352481186853,0.010916068501732778,-0.236693446327266,1.403841002999141,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 7 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,3,440,448,0,519,361,531,365,-1.9426173243593496,0.11940837448767394,-0.004762252863555534,0.7207115921120015,-0.7957494929123182,0.10035469844108241,0.06824849799666338,0.6338811299095936,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 3 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,8,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 8 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,2,520,520,0,679,361,668,372,-1.9606025035890724,0.13708132279966279,-0.03958606107962738,0.7628796188272374,-0.9903785421976921,0.15437066694964066,0.040352778082016975,0.7421564122542433,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 2 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,4,493,491,0,509,477,498,484,-1.8104190061523324,0.15165273452804892,0.009738119456678178,0.6674336197047208,-0.6645489184957959,0.10406409677124606,-0.044864473570371495,0.6856964792377075,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 4 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,5,567,544,0,579,555,575,513,-1.7117327506108453,0.14254101194840327,-0.02300029946910823,0.6244225615796836,-0.5318368960255097,0.11557732015007426,-0.018399265174183332,0.6545338828282179,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 5 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,0,510,489,0,478,542,469,509,-2.1373864293639344,0.15746230779499898,-0.040365074477285726,0.6959130205484089,-0.9503042152534625,0.14226734194776477,0.049501838360886584,0.6765686266801341,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 0 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,1,516,538,0,626,406,644,432,-2.0277711001862317,0.11838902372568555,0.006128909021715741,0.8231434978045853,-0.8864826778298985,0.15832875172136462,0.01422938498116408,0.6866084633162883,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 1 10
10,-1,0.1,1,1,0.3,5,500,sexual,1,6,249,246,0,331,167,309,183,-1.6776441009678345,0.1319017536989038,-0.0750559865303098,0.7262553854643766,-0.4371981080084861,0.13207894249141194,0.018772545920720047,0.7335913087065955,patches,NA,8,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.1_VP_1_h2_0.3_sexual_1 6 10
1,-1,0.1,1,1,1,5,500,sexual,1,0,500,466,0,481,519,453,479,-2.1447056602230243,0.5156553078701074,0,0,-0.9539679127055896,0.5143999706774254,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 0 1
1,-1,0.1,1,1,1,5,500,sexual,1,1,0,34,0,0,0,28,40,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 1 1
10,-1,0.1,1,1,1,5,500,sexual,1,4,492,490,0,529,455,531,449,-1.3353159112650776,0.23884424425375664,0,0,-0.03943997360750827,0.26923508945113817,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 4 10
10,-1,0.1,1,1,1,5,500,sexual,1,7,170,191,0,203,137,228,154,-0.5855105614210785,0.45484165894912915,0,0,-0.22691413049936124,0.13807581303722913,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 7 10
10,-1,0.1,1,1,1,5,500,sexual,1,0,478,466,0,425,531,427,505,-2.0022146759242716,0.4855187921041709,0,0,-0.8901271774948956,0.553985256162574,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 0 10
10,-1,0.1,1,1,1,5,500,sexual,1,2,510,498,0,527,493,512,484,-1.545724528333046,0.3324833162638071,0,0,-0.34736229663217977,0.3629125570062489,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 2 10
10,-1,0.1,1,1,1,5,500,sexual,1,9,0,5,0,0,0,9,1,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 9 10
10,-1,0.1,1,1,1,5,500,sexual,1,8,10,29,0,17,3,38,20,-0.16161818054201033,0.09493501458762071,0,0,-0.8491675510523693,0.010551831243004337,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 8 10
10,-1,0.1,1,1,1,5,500,sexual,1,3,501,509,0,548,454,555,463,-1.2952898317094694,0.23579273270820156,0,0,-0.15128537601585781,0.2920480170868805,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 3 10
10,-1,0.1,1,1,1,5,500,sexual,1,6,557,489,0,595,519,509,469,-0.9417294464584215,0.4203151025972753,0,0,-0.1865445582343834,0.24850390989472346,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 6 10
10,-1,0.1,1,1,1,5,500,sexual,1,5,474,492,0,545,403,564,420,-1.2990109265602876,0.2993706480279335,0,0,-0.01024047891675099,0.2811676279867426,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 5 10
10,-1,0.1,1,1,1,5,500,sexual,1,1,461,484,0,453,469,469,499,-1.674913765917479,0.43918040840266936,0,0,-0.5022638119493277,0.36911138648408215,0,0,patches,NA,9,yes,0.5662738126405026,slope_-1_d0_0.1_VP_1_h2_1_sexual_1,slope_-1_d0_0.1_VP_1_h2_1_sexual_1 1 10
1,-1,0.2,0,0,0,5,500,sexual,1,1,0,44,0,0,0,45,43,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 1 1
1,-1,0.2,0,0,0,5,500,sexual,1,0,500,456,0,481,519,436,476,-1.3862943611198937,9.682911912782961e-30,0,0,-1,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 0 1
10,-1,0.2,0,0,0,5,500,sexual,1,7,63,76,0,69,57,84,68,-1.3862943611198904,5.009902926302797e-32,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 7 10
10,-1,0.2,0,0,0,5,500,sexual,1,4,536,536,0,572,500,583,489,-1.3862943611198937,9.681608791927409e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 4 10
10,-1,0.2,0,0,0,5,500,sexual,1,8,0,7,0,0,0,8,6,0,0,0,0,0,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 8 10
10,-1,0.2,0,0,0,5,500,sexual,1,1,482,508,0,486,478,511,505,-1.3862943611198937,9.68363662136687e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 1 10
10,-1,0.2,0,0,0,5,500,sexual,1,0,477,449,0,446,508,414,484,-1.3862943611198937,9.68384765637117e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 0 10
10,-1,0.2,0,0,0,5,500,sexual,1,6,504,483,0,639,369,610,356,-1.3862943611198937,9.682757910207807e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 6 10
10,-1,0.2,0,0,0,5,500,sexual,1,3,515,523,0,565,465,571,475,-1.3862943611198937,9.682346762282215e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 3 10
10,-1,0.2,0,0,0,5,500,sexual,1,5,466,459,0,569,363,560,358,-1.3862943611198937,9.684327908503539e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 5 10
10,-1,0.2,0,0,0,5,500,sexual,1,2,452,454,0,449,455,454,454,-1.3862943611198937,9.684973020418498e-30,0,0,-1,0,0,0,patches,NA,8,yes,0.8009121370167711,slope_-1_d0_0.2_VP_0_h2_0_sexual_1,slope_-1_d0_0.2_VP_0_h2_0_sexual_1 2 10
1,-1,0.2,1,1,0,5,500,sexual,1,0,500,437,0,481,519,422,452,-1.3862943611198937,9.682911912782961e-30,-0.021811789351271104,1.0279906969036805,-1,0,0.02949783088986839,1.0849109995843036,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 0 1
1,-1,0.2,1,1,0,5,500,sexual,1,1,0,63,0,0,0,59,67,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 1 1
10,-1,0.2,1,1,0,5,500,sexual,1,2,467,438,0,469,465,421,455,-1.3862943611198937,9.684283312324255e-30,0.06730166638928177,0.9440538213450207,-1,0,0.01867852419604294,1.079145855674689,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 2 10
10,-1,0.2,1,1,0,5,500,sexual,1,9,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 9 10
10,-1,0.2,1,1,0,5,500,sexual,1,6,537,515,0,328,746,303,727,-1.3862943611198937,9.681575092854703e-30,-0.0021712927588708104,1.003335509300227,-1,0,0.025014091438957296,0.9046962999457409,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 6 10
10,-1,0.2,1,1,0,5,500,sexual,1,8,75,91,0,0,150,10,172,-1.386294361119891,1.9988029693099963e-31,-0.09268926549024076,0.8612786103584555,-1,0,-0.009546046472188438,1.0857453023093366,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 8 10
10,-1,0.2,1,1,0,5,500,sexual,1,3,515,503,0,461,569,458,548,-1.3862943611198937,9.682346762282215e-30,-0.02807529050273921,0.9568852924109629,-1,0,-0.07456401462149526,1.0354134410400713,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 3 10
10,-1,0.2,1,1,0,5,500,sexual,1,4,463,460,0,364,562,367,553,-1.3862943611198937,9.68446285538371e-30,0.02913767241354483,0.9843205023457298,-1,0,0.09331628846569821,0.8880759926966864,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 4 10
10,-1,0.2,1,1,0,5,500,sexual,1,5,492,524,0,269,715,302,746,-1.3862943611198937,9.683227445554049e-30,-0.01814328973336633,0.9483463767026203,-1,0,-0.03810169439819664,1.024603874496182,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 5 10
10,-1,0.2,1,1,0,5,500,sexual,1,1,502,564,0,468,536,523,605,-1.3862943611198937,9.682834604105014e-30,-0.016684555055010823,0.9982913215855997,-1,0,-0.01453444379692524,0.9835281761267234,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 1 10
10,-1,0.2,1,1,0,5,500,sexual,1,7,359,341,0,90,628,90,592,-1.3862943611198935,8.35561801338408e-30,0.05422992777746026,0.9880287497233361,-1,0,-0.02875343007650022,1.0113551671835002,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 7 10
10,-1,0.2,1,1,0,5,500,sexual,1,0,472,439,0,455,489,430,448,-1.3862943611198937,9.684063171948811e-30,0.0802179720577294,1.0043545768329822,-1,0,-0.045819867084552664,1.0710172732992287,patches,NA,9,no,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0_sexual_1,slope_-1_d0_0.2_VP_1_h2_0_sexual_1 0 10
1,-1,0.2,1,1,0.3,5,500,sexual,1,1,0,72,0,0,0,73,71,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 1 1
1,-1,0.2,1,1,0.3,5,500,sexual,1,0,500,428,0,481,519,408,448,-1.357528565521251,0.15469659236103225,-0.01824905225739015,0.7195934878325766,-0.9747871874198041,0.15431999120322748,0.024679655975014966,0.7594376997090123,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 0 1
10,-1,0.2,1,1,0.3,5,500,sexual,1,5,530,486,0,744,316,683,289,-0.7445898161184747,0.11012179196271873,-0.03713757501777175,0.6951978820171402,-0.6438374499579738,0.06665413102285417,0.11290976690832218,0.7440009247507634,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 5 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,3,504,498,0,546,462,549,447,-1.0382256170502253,0.16401908705026455,0.020055332096774,0.6547492933520185,-0.7314264789218461,0.08923509082916645,0.08145663188687911,0.6240600428600748,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 3 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,7,397,378,0,604,190,559,197,-0.5245353302953932,0.1262418522442275,-0.007826710843274893,0.6566485524651269,-0.6348242434354595,0.08460778871243795,-0.00679513535838503,0.6308711794659325,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 7 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,0,511,473,0,465,557,423,523,-1.3346879550146917,0.15005926722683113,0.07494235574427757,0.7434552231799846,-0.9857679174339955,0.14848670535965175,0.04813980966082634,0.7279467287413574,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 0 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,2,462,457,0,492,432,475,439,-1.1297908902689784,0.1748705673166887,0.0032784814031806384,0.7106581284962389,-0.7582507475588265,0.11421147395829778,0.017373125979479747,0.715465155921031,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 2 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,4,495,515,0,649,341,668,362,-0.9378008644235489,0.11560514843622596,0.022422365858771,0.6876452478050857,-0.689750609253442,0.06522546313371949,-0.05711826304670037,0.7391727411191653,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 4 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,9,0,15,0,0,0,23,7,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 9 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,8,80,102,0,117,43,157,47,-0.24788205310172082,0.05049913449393888,-0.009221720723833595,0.5819709108194713,-0.8234061591796209,0.042096044481440796,-0.15869497335301772,0.6229146460423173,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 8 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,6,541,551,0,768,314,784,318,-0.6753729570959162,0.11456927637525412,-0.017587599330082037,0.6650052293142343,-0.6624742556307582,0.07565814918676966,-0.06958912712320202,0.8106229609969365,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 6 10
10,-1,0.2,1,1,0.3,5,500,sexual,1,1,453,498,0,420,486,484,512,-1.2399761431970389,0.14873281403195973,0.03552193530560532,0.7002586608547988,-0.7669097984331702,0.1555941362199117,-0.01736052527561406,0.6485934189330471,patches,NA,9,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1,slope_-1_d0_0.2_VP_1_h2_0.3_sexual_1 1 10
1,-1,0.2,1,1,1,5,500,sexual,1,1,0,75,0,0,0,66,84,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_1,slope_-1_d0_0.2_VP_1_h2_1_sexual_1 1 1
1,-1,0.2,1,1,1,5,500,sexual,1,0,500,425,0,481,519,415,435,-1.3337754440066951,0.5156553078701072,0,0,-0.9539679127055896,0.5143999706774254,0,0,patches,NA,1,yes,0.8009121370167711,slope_-1_d0_0.2_VP_1_h2_1_sexual_1,slope_-1_d0_0.2_VP_1_h2_1_sexual_1 0 1
